timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"ddde18463196a6ac481907851edf8e54d71fb63edcce6f39bbe37d9e8f81c445 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",ba1616ce-cac9-4935-bf91-c11bc158b534,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Probably yes,Only a few times,true,between true and untrue,36,right,left,erotic,false
"608e0f5b516033d0059b2b9176786ad6fec176e4201dd167955ada74087ed26e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,1,left,right,neutral,false
"608e0f5b516033d0059b2b9176786ad6fec176e4201dd167955ada74087ed26e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,26,left,left,erotic,true
"48c7e64b971cdc569cfbe31a006d4b56eb99d9023ef80c3e9eac773ebcbb6252 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",e23dfa6d-53ee-4af0-93d4-f73c982c09c6,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,true,between true and untrue,35,right,left,neutral,false
"2fa83ed034747bc0b886f8c6c49a14026d9a079067ba1afca9b5796a7456a2ab Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,9,left,right,neutral,false
"8fc1166df5aadb72a73076bba2a017753881d29017c36c29076e8857022cf8a3 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,2,right,left,neutral,false
"1811e4951822dbdf12a76797a7923a76133b1fcf03644533d0d4abd133550811 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",e23dfa6d-53ee-4af0-93d4-f73c982c09c6,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,true,between true and untrue,36,left,right,erotic,false
"261234248b26dad3c8d2239efa76c3b40f056faf9959e0f50782decad21c2042 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,27,right,right,neutral,true
"8edf0934e7fbeefb8c5a42f5292e8d286b1e406798a6b7b1ade74df6d3e88e6c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,10,left,left,neutral,true
"8acccc6a125fca05f934995a8b7f26941574c7a74cf85ac69f90cdac425f016e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,3,right,right,erotic,true
"c7f5d6a51e8a671bb50226fc35164e443fc482e6781c2b0561d5f3cb2540a7a4 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,11,right,right,erotic,true
"0ddab0268aa81fe9a837fce8b87dc0670779f5ee9925de3561cefdf3b610f2a0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,28,right,right,neutral,true
"493bfb809b415ee312f4cd6dccdb2ffa7e0316f6c694a6d6f02af42637893040 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,4,right,left,erotic,false
"af2952f4081b39db92239d2a98341609d8a50b9756e008f179ae83a715cce38b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,12,right,left,neutral,false
"2d9d7ae0515e6f3b8c2d07d89128c7e86c6cee67f77f8d4a6d65678ec0b5f141 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,5,right,left,neutral,false
"2d9d7ae0515e6f3b8c2d07d89128c7e86c6cee67f77f8d4a6d65678ec0b5f141 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,29,left,left,erotic,true
"1d4d5f7e3ee43c0d287a3da87a8fd993b9d95b1c160f2eec0f1ffd50fda0b010 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,13,left,right,neutral,false
"c7a4d6b0533c649d920aeedf8fbdc69b3acd2f7ff6f5fd74cb26ab143a6bba05 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,6,right,right,neutral,true
"c7a4d6b0533c649d920aeedf8fbdc69b3acd2f7ff6f5fd74cb26ab143a6bba05 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,30,left,right,neutral,false
"52475c8bc215ca1884b3132e805f08944ec12d4f54cb82fc8d6d7a59063aeba0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,14,left,left,erotic,true
"f4c8abae5c35725a3a628cd8d054ef546e32ddb74afa959d1bcbe14593bd0386 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,7,left,left,neutral,true
"ce0c3a3fb8b25e25d731ea176ee2402c60268f71e38d5d2748cd71c5bc4f92cd Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,31,right,right,neutral,true
"b58f7b1ca87f18f38d13f1fe59e744d7747c790b30afe69dc849f5792f15fedf Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,15,right,right,erotic,true
"8f984a76f8d08082d32dd030b37e0e2caebb9d0cfd279f5197180e23320e3e40 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,8,left,right,neutral,false
"068e985eb45fd113a8b9c31ce74ca03cd92f160693f90adbaa1d16d7b31056db Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,32,right,left,erotic,false
"3a9c02be6e0bb06da6f973d8d3b80d983476f3faac5ae9017d4c899620413940 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,16,right,left,erotic,false
"ace105374763c72c368473445ba3adeff21d5a4cae1ba0d2f79a9c35442ad9e8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,9,left,right,erotic,false
"51e017de631114b3349b3dc639f489fae7ad1b041f7f893e940113abd889397a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,17,right,left,neutral,false
"211ed43aa9d7ced7f4fe19ad03089c0ba481a72307dfab0b476ccc408d480153 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,33,right,right,erotic,true
"211ed43aa9d7ced7f4fe19ad03089c0ba481a72307dfab0b476ccc408d480153 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,10,right,left,erotic,false
"8976d3870e8da9d5097c22dbce3ae061bade69c080a45c99769fa9d418c02b58 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,18,right,left,neutral,false
"743661702e47daa92caa32954c2344082a19db1e12788084d9584f6cf029ee8a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,11,left,right,erotic,false
"6fbfff8accef7d0d58216bcbc5ef96b6965643ae24fd5b734ee81ac4677a83fc Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,34,left,left,neutral,true
"83af1f2f964815543ce9bb440d620d5c6216a07943ff8aef912b27646ffb2d7d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,19,left,right,neutral,false
"3c87b47f698a890abdd56df22054713da4331a44b3db41fe58042d294858ef25 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,12,left,left,erotic,true
"a34c0e146dce88883736a78a782a0d70d6d5f676b17751200209a27806266322 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,35,right,right,neutral,true
"a34c0e146dce88883736a78a782a0d70d6d5f676b17751200209a27806266322 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,20,left,left,neutral,true
"46465c079fecc037fd0746a2ce20b94fc92fdfe9f9fb46415fc392d6bc2de70b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,13,right,left,neutral,false
"747b57a136d870d4f9b06e353251a3e6dfdd9e6a9869897d52aa2fe7e5f364d0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,21,right,right,erotic,true
"ac41791bfa51b0fb13d136ff7673762a9940a0342b5997c0122c1b2772976c61 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",68b0dcca-2ab0-48da-b685-48b87dc4b532,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,between true and untrue,36,right,left,neutral,false
"67ff899e5caa9d38f5e92c3880b557149224907bdd084640a5870e49e80545ac Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,14,right,right,neutral,true
"162fd1dfef803fbd981a2fbb1fbdf924a1a7eaea47d970f4124b6eec9e09d430 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,22,left,right,neutral,false
"7413e7cfe892b45385d201a0a384152c535315a87b100a4b959efe7ccca83018 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,15,left,right,erotic,false
"51ad509544e197f1cb6fe8b0a7257f03bc5039a290fab3541a24e9bbec03e654 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,23,right,right,erotic,true
"37d033242a4612f9c87727c5762d899a52a6ae94f25a5c945d5caa2efe92c475 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,16,right,left,erotic,false
"2f4f2ce74e0f6e9f9a67b21880096825044b0232e0e0e33ab75e3e1f04f05428 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,24,right,right,neutral,true
"a163d44d91e2223fb3123caa46d6b589ca1bc88a3a84a5a32f089cbac098cff2 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,17,left,right,erotic,false
"eb13283ea116123b1ea54a4b73636483cb36dae38b184a5c7b8e24ffe5edeb5d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,25,right,left,erotic,false
