timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"2ed6e8b311a7d48706400b143a355e074a718b1fb163a229536c4cec887e54b2 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",NA,NA,NA,NA,NA,NA,NA
"292c6a8667c591f2b4b7b95671be563124500d30eb2b0e8c7c6e649f7c666546 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,NA,NA,NA,NA,NA
"03bf55cf22fd0d02b288f07148c5e8caed2b5a5952b8a4e5b1fb3092a0a47a91 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",20633811-47d4-418e-90fe-56de76a6bb05,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Definitely does,Probably yes,Occasionally,NA,NA,NA,NA,NA,NA,NA
"f288b20f2ead1a379e61ceaf812c019b2aa4c47107bd71386dbb85d93786f4a7 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",20633811-47d4-418e-90fe-56de76a6bb05,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Definitely does,Probably yes,Occasionally,untrue,true,NA,NA,NA,NA,NA
"7c9304d0da8958877c153fd7f31333cf1a1fd2c699fda322dfdf06997f821898 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,1,right,left,erotic,false
"eec76ad63a8837c1f4b608b5277852901ae70466889c54be764abff2d33d1305 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,2,right,left,erotic,false
"76940044e5709ea5bb4fc5a3d2bb72a0c022cba8d681841cafa4a8141ba2159c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,3,left,left,neutral,true
"31b8d03c8d854ba58a3e74ffc3a1f1ac39ac580273c1c1ed529e431be8a016e8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,4,right,left,erotic,false
"6f18dc74c47a3040dac7264abc19637f5e221165705b72c8c9012b174bdae489 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,1,right,left,neutral,false
"a8d82f174d9be25908d53f6f5d9fac844178a35fa78b8e3c377d9b3b57e89ad0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,1,left,left,erotic,true
"98a4cd49322c6f690d614629cdf3ca272fd2af8d787c28d3600d302422349aad Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,5,left,right,neutral,false
"eeb6ac31d7d2b0366399c5cb0dffd0c95cc935500338d0f66debd62e8e817c1d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,2,left,left,erotic,true
"0b7212535d7786fbecdb0ce6639e52df645dd783a46d3e2cf134b480f9fa03f0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,6,left,right,neutral,false
"37567acd126672795a30a8c282d50ecb1b5c60b58b5249d327cb04259041b586 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,2,right,left,erotic,false
"ce100269673d4f9dc3d0de7b3e0fd57eea0a0c7a3d3e41a5fe8228031226af2c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,1,left,left,erotic,true
"891e0a7364a843d762d7a1ee7e4858ec29ef94222a6e94add83b00c0deac3d66 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,7,left,left,neutral,true
"15d23cecd7f2976caae29c3ef8a65465354c9b672dbbbae4c9359e8941f0c03c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,3,right,right,neutral,true
"1e2c728c3b19e6b5875faa2bcf4489f6f66233d3024fbd9d7f7e85bacefb31ce Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,3,right,right,erotic,true
"c10828663f9859ddf94d9abea830966b558f6ef1e2e7ba09023fb9cd069c6b1f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,8,right,right,erotic,true
"551b58a8fbf6a62fb68299a31779b2bfb2cd42d51d10267edf22bd0e04136dd9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,2,left,right,erotic,false
"4e2b68da517a18738567f7e852cbd047f12463c549b220cf3c07763ca30f3fe8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,4,right,right,neutral,true
"3cd2983f2fe5971d134f13f35cf9e73335646563ecb3af6b63950cd468526351 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,4,left,right,erotic,false
"3cd2983f2fe5971d134f13f35cf9e73335646563ecb3af6b63950cd468526351 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,9,right,left,erotic,false
"c76d3201f44709d179f17c9e4958fbeec4f81a9ab9933c12365cb47a614e9428 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,3,right,right,neutral,true
"c76d3201f44709d179f17c9e4958fbeec4f81a9ab9933c12365cb47a614e9428 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,5,left,right,erotic,false
"ca661732ae324e38dfdf335ad550678a0af99cdaac7f784a7e58e68dcf34d0aa Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,5,left,right,neutral,false
"c697161e5668a0b7d2639105f160bee5e5829d537fa9109786c17ff59cdd491e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,10,left,right,erotic,false
"d727866a90396d612c409bb3d9a97f4d7aff4e7eeb214c4d38e07ae8c1cf77fc Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,6,left,right,neutral,false
"5d2f171bdaa087a17bf3527cd1aac90135585e9cdf75a50caff184637ca05b3f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,4,left,left,neutral,true
"3259aada351b8b360463943f42a3ab65b4af02514a2e030037133b848f728734 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,11,right,right,erotic,true
"03166138a4263e73af6c59c74cb712728eb55894bd1eacd2350a880570c7ee23 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",20633811-47d4-418e-90fe-56de76a6bb05,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Definitely does,Probably yes,Occasionally,untrue,true,1,left,right,neutral,false
"be139dd6915a5dc344c8b1c4174dec8663e1a8491342d40b8489ca3252680f0e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,6,left,left,neutral,true
"be139dd6915a5dc344c8b1c4174dec8663e1a8491342d40b8489ca3252680f0e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,7,right,right,erotic,true
"bd8bb01ec007eac5dc535c8e97c75ed74443b6432033b39a24ea0ff6ef282026 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,5,right,right,erotic,true
"eca1e25ca5c66262d73e860eb3e49acb8b6040168dd33b6f4eb239eda8e84b8f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,12,right,right,neutral,true
"d3099fcd2d23743bcb4b0426ada9cb0b2bb6c84f9ade9234224fcaad07af35ac Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",20633811-47d4-418e-90fe-56de76a6bb05,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Definitely does,Probably yes,Occasionally,untrue,true,2,right,left,neutral,false
"3e2271aa4c2bb6eb35537436260d7a11c298e59b7534e00f25fb834c56418d66 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,8,right,right,neutral,true
"6546605c02b4efcdaabc7f398ea534c0db905ac536de51a7ea8395fde42f9480 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,7,right,right,neutral,true
"f989b6a9b3705b2d9c5414cb15b5e5ff06058f3cff53dec1f46a7376e1e49f75 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,6,right,right,neutral,true
"f989b6a9b3705b2d9c5414cb15b5e5ff06058f3cff53dec1f46a7376e1e49f75 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,13,right,left,neutral,false
"0d0726abeaa9e1814a417fd28b93c6b5a3653c8b19f40110c94cef089bb67ac5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",20633811-47d4-418e-90fe-56de76a6bb05,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Definitely does,Probably yes,Occasionally,untrue,true,3,left,right,erotic,false
"0d0726abeaa9e1814a417fd28b93c6b5a3653c8b19f40110c94cef089bb67ac5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,9,left,right,neutral,false
"bd94bc9bad473509479cadc3517f8254e3c57de3d8774e70e4453673721cbf0b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,14,right,right,erotic,true
"bd94bc9bad473509479cadc3517f8254e3c57de3d8774e70e4453673721cbf0b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",92bc5e09-19d0-42e4-90d4-68f6dfe1e65a,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely yes,"No, never",between true and untrue,untrue,7,right,right,neutral,true
"6afa1069deb22fc2c4073c740d1707cbcfbabf72ffc195b009522eb0b4dfcf76 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",739cb891-3405-4e75-8b37-88b422e213e3,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably yes,"No, never",true,between true and untrue,10,right,right,neutral,true
"79bcb1ceec12272312e6e30d9106c081af146bf30782f42b905c80447bfaf17c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",20633811-47d4-418e-90fe-56de76a6bb05,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Definitely does,Probably yes,Occasionally,untrue,true,4,right,left,neutral,false
"79bcb1ceec12272312e6e30d9106c081af146bf30782f42b905c80447bfaf17c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",8441771f-112f-499f-ace7-c2a0b9b92ed4,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",true,untrue,8,right,right,erotic,true
"d1f941443f99e6fca105e3f44b0889b2aa989ba3135d4e910188890a34f4ddd7 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",1b03bb9c-0e56-4735-a5e1-9fdebbca04e0,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",true,untrue,15,left,left,neutral,true
