timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"b55f226b5eb30210fbc0898e7e0fc900534e452cf717837afd9d1eaf76dd9c78 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,23,left,left,neutral,true
"4ffded770439103863b5ca15b914ccd14a83d43fb6a7f5f0c710f37a6c375365 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,24,left,right,neutral,false
"4da51232a00518174ec3899059234d5fcdc184d1b8c4fa3a2456e1b8d283af17 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,25,left,right,neutral,false
"02d75059229fb37128d97664d8c54b710df65b4ba8788b4cd7b1c9439565da61 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,26,right,left,erotic,false
"ea801e310bbb6721ceabb71dca980b98ded2035438623177f222d25d8d1b4ee9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,27,left,right,neutral,false
"5d6990d2eb18f3852a7984c44a9b29ce9f9b29ca8b8f53013f6e10bc630f21b4 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,28,right,left,erotic,false
"9ba4ea221051297de09dc484749dc523d91660ae6363cd6d8029e26deda42f87 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,29,left,right,erotic,false
"c753b2275d0cb488815118c195381836b3e9424ce2302d7eb40a8fa13a87ef0b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,30,right,left,neutral,false
"fc7411eeb87ac36205b72d4956296c4bf9741fab094635d370927a901253a19a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,31,right,left,erotic,false
"c67788a2e399193577c713bdbd0e337f0f937abd7767baf73742e4f3818e6873 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,32,left,left,neutral,true
"33346deb8d2c027ce95367d100ab3d485475f973cc9485a4a47421ce6ccc22ce Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,33,left,left,erotic,true
"35190c62a36668b3cd1245914c77948a0390cadc7f93135234ca64df5ba63755 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,34,right,left,neutral,false
"b748ab5b262679ea4c1d998178044ae0d774f140755f3ed7099902f7d7214708 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,35,left,right,neutral,false
"4dec7a3365714d547fd9496a1a80d8949607f3d07b35fe53314e01f184319af8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",82f3d614-5598-40e6-9b0a-0ea1884a0063,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Only a few times,very untrue,true,36,left,left,neutral,true
"68f6eda22c8cc6e4b0e6c50253be808c48e822a30bcfe5fa6b22641e45174138 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b01ae6b5e6fd9e6a69e828d7b37c5fa26a81c4770deebe4a305ddc91326abde4 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1c1f9e428f2def7953c1d0b5cb241e3eeef4a078074db1e011deaf0225d24a9f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0b7a425834641701eb1245636e440b3b0ceeacb51a4f96615a5c5c4a38d65e76 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,NA,NA,NA,NA,NA,NA,NA
"8e3da5352e489d92fc8bbb688083d9371bac86a3d3c68dca2ca78797ce18660d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,NA,NA,NA,NA,NA
"8c5718dd51c06ab5b25dfc5066d445196d3083997dd8e291007b8433767edc7b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",6f183efb-b54d-4f46-a19d-a2b2b0176c29,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9671ad949c841e57efd9d81f813a0865013d8340cb702acb2eff317430130d60 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",6f183efb-b54d-4f46-a19d-a2b2b0176c29,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449c0f36d96cbd9228c93563703ac3fe75f255c047104d40bbc08e9a51c87003 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",6f183efb-b54d-4f46-a19d-a2b2b0176c29,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f97a9383727de9cce1b812d1f0d94e463ed8a080678804f884c1b571215c996b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",6f183efb-b54d-4f46-a19d-a2b2b0176c29,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,NA,NA,NA,NA,NA,NA,NA
"20b2d54d6145dd0fcd045728bb9f4b48534f040aab719f8747dfb54b600e74e5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",6f183efb-b54d-4f46-a19d-a2b2b0176c29,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,true,very true,NA,NA,NA,NA,NA
"4710577eb497663ea40b25f9e9bd22f84601193487fc894f8aeb38e8113a58de Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,1,right,left,erotic,false
"22afed7bb163783e43ca2008fd271c81d0da61779105c27e750dc87c3b7c0394 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,2,right,left,neutral,false
"1cb2fb9895aa6a15219630e4873ddaef4d6c9706287363f64c0d096df7f40c32 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,3,right,left,neutral,false
"6c2e79dc648ed880c32718a616078ecdb1656f4ed1035458b9e9418267c08e93 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,4,left,left,neutral,true
"40591228a1698045af2da36a6335137072d57f6293514857d417ed302e838e1d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,5,left,left,erotic,true
"b6c97ac6773d6d03362d6fbc0bf3b6559fc08eb98e4db4dc5e84a3797283b2b6 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,6,right,right,neutral,true
"7b4052250bf7e9ad20d25c420a07fcebf3a21d407d277091e1ec48ddbab362d2 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,7,right,left,erotic,false
"bfdd00c99228c8a91110001550f6dafdbaac5b9f5a382687ce6b08f2e7555704 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,8,left,right,erotic,false
"1f3219c135b5eb22cec860775a677a9e5028b417e06ffdf1d295c54aa27e428d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,9,right,right,neutral,true
"d2c2ea672a0a93ef64295898fd1dc964cacece7f37510970a3f58fce9fc583d1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,10,left,left,neutral,true
"05f45240325a92e5598ff7cc60564d2cb48f0cf722c7bfa09d823981694fef33 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,11,right,right,erotic,true
"5ad171635a47691f7e3f57547fe0d5500c386b488e3101684be21342fae5e6c1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,12,left,left,neutral,true
"aaba8fad70309b915d67db125abac8570421ddb73902d6839942b01c38d1feda Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,13,right,right,erotic,true
"2f2e2e3a048d280400bd5fa7e6a973d86931c487845831a1c1ff211f1ad5aef5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,14,left,left,neutral,true
"5097b8fc8043594288d1635792df9a35d1feca11bf9daa06446cab809ab6703a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,15,right,right,erotic,true
"872d172ff4f9ba87d5f5a97346b58e8103c2cee2ca1f48a9e2a9a39d77384d5f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,16,left,right,erotic,false
"6be664430e53450cbe673d07eaf5f2fe25c5e8a48bb6a36c6976a4f392fd236f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,17,right,right,erotic,true
"4726d2c923f85dabba882ebcdd21a22fa4af556d24443e184354652635a7f2e2 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,18,left,left,erotic,true
"fa8782dc783f74840c0e646a8da92a3f584eb78244c7c3c79f27f7feda286f7c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,19,right,right,erotic,true
"8bb0d9e2110c2fbe53ad03851144482310b9d718fec1181724af06923db72c21 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,20,right,right,neutral,true
"46379622aba02d9b0ab8d6f3c562c7e9a17c4462c6504d549ba8f17b0cf7ec13 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,21,left,left,erotic,true
"eec95649eec8b44ce19b50315789355a61e7fff2e9d9526e8a5ecb73df934fca Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,22,right,left,neutral,false
"586b8f5635dc86434a15a5e12f8bb7996f30c2c2d48626f837592a74353ecc6a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,23,left,left,neutral,true
"738d9d3f295ea90b0d22811a44d8d56229b03f54f5bdc913d57b56246b0e29f7 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",44d1b16d-8575-47c8-aed9-69c06c392915,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Occasionally,untrue,untrue,24,right,right,erotic,true
